Plant_Name,Best_Season,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
Lettuce,Autumn,23.4,Sandy,6.88,4.35,36.96,1.56,60.64,25.12,117.16,24.86,0.15,Gray,40.28,25.91
Lychee,Autumn,93.7,Loamy,7.2,3.04,10.06,1.43,58.31,8.26,155.65,6.24,3.7,Gray,31.32,37.11
Thyme,Winter,51.3,Silty,7.58,3.42,32.16,1.46,41.56,22.64,99.59,15.44,4.06,Black,47.42,23.07
Banana,Summer,26.3,Silty,7.8,1.88,28.56,1.36,84.49,19.16,79.0,6.74,1.1,Black,39.69,44.33
Foxtail Millet,Spring,37.2,Clayey,8.19,2.17,37.65,1.22,58.67,41.01,130.98,12.35,3.01,Brown,41.4,44.15
Chili,Winter,14.6,Loamy,6.56,0.87,23.71,1.56,30.71,12.87,91.05,28.76,1.16,Gray,47.25,36.24
Cardamom,Summer,52.1,Clayey,8.35,4.36,29.73,1.24,22.31,39.03,139.15,23.37,3.7,Black,47.44,21.15
Jute,Summer,86.8,Clayey,7.41,3.17,39.18,1.47,98.7,27.52,90.76,23.89,2.16,Gray,47.65,28.41
Rosemary,Summer,94.0,Clayey,7.86,0.88,32.32,1.22,11.57,8.68,185.99,8.36,4.13,Red,44.75,24.15
Cardamom,Spring,93.9,Loamy,7.6,4.12,12.02,1.54,94.01,48.64,101.59,19.47,4.75,Brown,44.64,35.7
Sorghum,Spring,21.3,Clayey,6.12,2.5,15.03,1.43,29.65,38.04,186.12,14.72,2.82,Gray,54.64,23.05
Pomegranate,Autumn,44.4,Silty,5.71,3.94,34.64,1.42,69.18,16.7,91.92,23.35,4.51,Black,44.03,46.09
Rice,Autumn,12.5,Clayey,7.68,0.56,20.04,1.15,37.14,31.18,140.67,8.93,0.27,Brown,46.08,45.5
Corn,Summer,87.0,Silty,7.03,0.63,31.18,1.31,87.38,45.5,69.53,12.05,2.37,Yellow,59.65,24.68
Fenugreek,Summer,42.3,Silty,7.61,1.27,30.99,1.36,58.91,46.89,166.76,27.46,2.57,Brown,35.43,40.85
Sweet Potato,Spring,66.8,Loamy,6.93,1.45,39.81,1.25,22.7,37.9,80.03,9.24,2.14,Red,51.79,40.9
Thyme,Autumn,74.3,Clayey,6.44,3.94,24.1,1.54,34.29,37.75,179.6,20.81,1.64,Brown,44.2,31.9
Rice,Summer,48.7,Loamy,6.36,3.68,32.13,1.52,38.83,17.48,117.87,12.88,3.64,Gray,54.92,24.59
Rice,Autumn,37.6,Silty,7.69,3.27,11.46,1.35,89.73,49.54,64.18,7.05,2.81,Gray,42.12,23.96
Okra,Autumn,96.6,Sandy,6.33,4.48,23.88,1.27,79.01,15.96,104.53,10.59,0.5,Black,39.09,42.18
Ginger,Summer,96.8,Clayey,7.64,1.61,15.6,1.5,84.66,9.02,166.96,26.74,4.76,Black,36.23,26.61
Celery,Spring,36.0,Loamy,6.65,4.57,35.22,1.2,14.7,48.98,61.44,27.76,4.45,Brown,56.17,38.1
Foxtail Millet,Summer,53.2,Sandy,7.81,4.59,35.2,1.14,62.09,11.88,143.86,15.5,1.83,Brown,51.55,45.98
Horse Gram,Summer,97.6,Clayey,5.93,2.45,17.09,1.12,99.93,28.47,126.09,20.52,1.31,Brown,32.31,37.79
Wheat,Autumn,10.4,Clayey,6.11,0.92,19.55,1.12,80.67,26.07,96.48,18.01,3.18,Gray,51.4,49.22
Mustard,Summer,47.1,Loamy,7.56,3.77,31.07,1.34,20.86,43.17,163.34,11.99,0.31,Gray,31.05,39.37
Rice,Spring,19.0,Sandy,7.18,2.02,32.15,1.23,71.09,22.85,57.87,13.62,2.53,Yellow,35.45,29.44
Turmeric,Summer,55.8,Loamy,6.11,4.08,29.73,1.45,77.08,27.6,124.65,18.17,3.4,Yellow,47.78,45.57
Vanilla,Spring,12.2,Clayey,8.21,1.24,39.9,1.43,56.28,6.97,126.03,22.38,2.09,Yellow,43.91,29.33
Eggplant,Spring,46.6,Clayey,6.33,2.93,36.06,1.37,17.09,14.35,62.96,13.75,4.86,Black,55.21,49.15
Banana,Autumn,29.9,Silty,6.76,2.79,22.51,1.28,13.12,42.48,70.4,22.47,3.62,Gray,48.24,34.33
Buckwheat,Winter,58.0,Clayey,6.11,0.95,19.81,1.53,94.4,26.53,111.45,29.02,4.68,Brown,58.95,48.6
Banana,Winter,99.6,Clayey,6.66,2.13,27.91,1.45,33.18,15.39,130.48,5.61,4.55,Brown,55.66,25.51
Sesame,Autumn,82.0,Sandy,6.97,0.88,34.53,1.24,44.11,21.6,57.98,9.1,0.75,Yellow,40.21,20.34
Clove,Summer,86.1,Sandy,6.39,2.59,24.26,1.35,81.57,17.83,51.76,27.91,3.38,Black,55.02,25.88
Kiwi,Autumn,67.2,Silty,7.81,4.29,32.13,1.18,72.03,30.03,78.89,6.79,3.02,Black,56.1,22.95
Fenugreek,Spring,13.7,Silty,6.68,1.72,10.57,1.26,97.17,7.32,123.17,24.13,0.37,Yellow,59.09,42.02
Rye,Winter,28.6,Silty,7.69,3.94,37.78,1.6,18.36,15.12,56.04,20.6,1.66,Brown,30.38,27.94
Guava,Autumn,93.3,Loamy,6.12,1.33,33.22,1.21,73.62,20.97,159.99,6.19,2.72,Black,56.24,39.18
Lettuce,Summer,43.0,Loamy,6.63,3.53,21.83,1.45,17.4,46.77,72.79,5.02,2.79,Red,32.1,40.06
Quinoa,Autumn,19.3,Silty,5.52,4.62,21.52,1.22,10.01,33.05,165.89,17.55,4.09,Yellow,45.84,40.65
Black Gram,Winter,73.2,Loamy,7.78,1.96,13.09,1.57,20.82,27.69,80.71,7.93,2.98,Brown,42.44,44.98
Buckwheat,Autumn,37.0,Clayey,7.38,4.55,34.48,1.26,65.51,13.59,101.99,26.81,2.39,Red,57.6,24.47
Brussels Sprout,Autumn,34.2,Silty,7.95,2.77,33.06,1.27,70.86,30.1,121.86,17.02,3.78,Gray,42.15,21.51
Millet,Winter,99.8,Silty,6.87,1.93,28.91,1.4,49.45,46.81,102.09,10.86,2.9,Brown,47.88,20.89
Oats,Spring,87.2,Loamy,7.9,4.53,13.04,1.39,14.15,30.48,53.54,9.21,4.43,Red,50.76,23.11
Horse Gram,Spring,46.7,Sandy,7.44,0.64,17.87,1.39,67.07,12.41,186.29,25.89,4.54,Gray,30.57,31.38
Cherry,Winter,98.2,Silty,5.51,0.63,23.77,1.39,17.72,49.87,92.97,22.97,3.06,Black,47.73,49.02
Thyme,Autumn,68.5,Loamy,6.26,3.2,17.98,1.26,22.76,27.45,70.41,22.95,2.87,Brown,45.54,30.6
Buckwheat,Winter,76.8,Loamy,6.98,4.09,23.02,1.32,56.13,19.38,69.88,7.13,3.54,Brown,47.82,33.59
Passion Fruit,Spring,12.8,Sandy,7.36,3.88,16.78,1.4,40.63,27.65,196.19,20.61,3.66,Black,32.27,44.43
Watermelon,Summer,20.9,Silty,5.7,0.86,20.49,1.44,51.83,16.87,68.46,26.74,3.66,Brown,31.67,47.56
Corn,Autumn,67.0,Sandy,7.62,4.78,29.57,1.23,67.16,6.37,101.98,24.15,3.14,Yellow,35.33,49.14
Groundnut,Spring,90.9,Clayey,7.13,3.66,36.77,1.45,24.4,45.03,60.14,7.95,3.84,Red,56.09,44.79
Thyme,Autumn,66.1,Sandy,7.08,4.77,21.55,1.56,90.38,24.3,160.32,28.73,0.81,Gray,40.69,35.08
Grapes,Winter,22.1,Sandy,6.38,1.98,30.76,1.48,60.35,38.88,139.51,6.74,4.13,Gray,43.02,26.88
Mustard,Summer,20.4,Loamy,7.28,3.62,14.04,1.14,11.99,48.71,130.04,18.92,1.62,Red,41.7,37.95
Eggplant,Winter,86.0,Sandy,5.58,4.37,26.22,1.33,66.56,33.47,178.38,28.63,4.44,Yellow,51.43,25.9
Saffron,Summer,22.5,Clayey,5.69,2.21,37.65,1.32,51.69,36.12,136.0,25.56,0.75,Brown,37.78,21.67
Mustard,Autumn,56.8,Loamy,7.7,4.84,10.84,1.27,73.15,47.45,193.33,22.02,0.12,Black,32.05,47.58
Groundnut,Autumn,13.3,Clayey,6.47,1.69,18.03,1.35,80.56,28.24,143.42,26.41,0.18,Black,41.35,34.54
Foxtail Millet,Winter,17.3,Sandy,6.54,1.92,13.97,1.32,94.5,19.4,103.15,21.83,1.13,Brown,51.84,35.25
Blueberry,Summer,70.5,Clayey,6.13,4.64,25.99,1.1,99.85,46.46,55.51,6.37,0.66,Gray,57.45,38.28
Cardamom,Summer,72.0,Clayey,6.84,4.86,30.39,1.22,59.47,8.1,158.79,13.77,2.81,Red,31.52,33.54
Mango,Autumn,40.7,Sandy,5.66,1.78,11.73,1.21,60.54,14.66,106.05,15.68,2.3,Red,54.31,33.33
Strawberry,Winter,29.4,Sandy,6.4,1.11,12.11,1.27,12.02,20.36,139.88,18.66,3.07,Gray,31.99,47.45
Pomegranate,Summer,83.2,Loamy,7.08,3.92,36.09,1.19,87.87,40.2,181.45,10.74,1.04,Red,39.92,44.5
Yam,Autumn,29.5,Loamy,6.9,4.68,23.69,1.13,12.58,45.68,51.15,27.03,3.79,Gray,30.67,26.38
Wheat,Spring,58.8,Silty,8.5,3.2,23.89,1.2,66.94,25.33,163.94,10.72,3.09,Yellow,57.35,28.75
Millet,Winter,97.1,Loamy,6.67,3.36,38.34,1.53,18.87,17.88,115.29,21.44,1.18,Brown,51.2,39.82
Okra,Spring,23.3,Sandy,6.66,3.93,19.61,1.5,35.73,20.89,68.61,26.92,2.05,Gray,41.07,37.13
Basil,Winter,94.7,Clayey,7.01,1.19,36.91,1.32,22.63,34.54,137.37,23.32,3.62,Yellow,41.32,42.98
Bell Pepper,Autumn,26.5,Clayey,6.07,4.88,39.23,1.54,22.37,12.11,129.89,8.4,3.43,Gray,49.2,41.83
Date Palm,Summer,61.1,Loamy,8.13,2.14,17.25,1.22,16.71,29.63,176.35,28.78,2.86,Yellow,32.69,41.26
Spinach,Summer,43.9,Loamy,7.22,3.33,25.42,1.39,38.61,31.48,128.23,7.3,4.9,Yellow,34.35,46.41
Apple,Summer,96.8,Sandy,6.08,2.61,26.03,1.17,48.13,36.85,174.1,10.0,0.75,Yellow,55.42,43.0
Muskmelon,Winter,34.6,Clayey,7.88,2.61,35.99,1.52,51.8,32.18,131.67,8.48,2.49,Brown,36.07,27.29
Tea,Autumn,46.0,Silty,5.6,3.66,19.12,1.17,49.57,9.36,117.04,21.67,3.16,Gray,51.8,46.19
Green Gram,Spring,98.5,Silty,8.45,4.98,33.94,1.12,57.13,36.0,105.68,25.19,4.97,Gray,36.77,30.07
Potato,Autumn,58.3,Loamy,8.1,3.47,39.13,1.24,87.38,5.98,76.05,10.95,2.76,Gray,32.64,47.33
Oats,Spring,55.2,Silty,7.24,4.07,35.21,1.55,66.86,22.56,137.6,29.48,2.27,Yellow,57.0,44.73
Eggplant,Winter,33.2,Sandy,5.83,0.62,37.27,1.16,11.56,23.77,131.64,8.48,4.62,Red,57.05,22.22
Coriander,Winter,73.1,Silty,6.15,4.15,31.25,1.27,25.57,10.25,196.36,12.9,2.58,Red,48.16,43.14
Rice,Spring,11.3,Loamy,6.34,1.85,37.12,1.26,41.41,5.44,111.86,17.26,4.7,Gray,43.86,35.0
Wheat,Spring,14.5,Sandy,6.22,1.07,14.95,1.5,95.41,8.2,113.23,25.22,3.78,Red,46.58,49.31
Pistachio,Spring,63.9,Clayey,6.99,1.01,31.37,1.31,17.03,25.08,74.58,14.41,0.92,Red,42.24,33.75
Sorghum,Autumn,40.8,Sandy,8.33,3.56,31.96,1.41,73.91,15.82,139.64,9.5,0.92,Red,52.72,22.01
Quinoa,Spring,95.8,Loamy,6.83,4.99,23.18,1.3,12.98,8.1,177.18,16.62,1.66,Yellow,52.64,28.79
Papaya,Winter,91.3,Loamy,7.48,3.5,12.39,1.38,42.63,16.54,87.19,16.91,0.43,Gray,54.57,32.91
Banana,Winter,74.2,Silty,7.57,1.68,28.67,1.13,79.31,28.8,51.36,5.41,2.76,Gray,45.69,37.76
Cotton,Summer,83.6,Silty,8.11,1.41,11.56,1.29,40.95,38.4,153.72,5.52,4.31,Black,54.04,24.56
Green Gram,Spring,70.1,Clayey,5.6,2.87,21.47,1.53,48.73,23.54,54.71,11.94,2.06,Black,34.67,35.45
Mustard,Autumn,21.3,Clayey,6.71,0.79,21.81,1.45,91.48,32.59,111.39,23.53,3.28,Red,30.9,34.5
Pistachio,Autumn,78.9,Loamy,7.85,2.3,39.97,1.59,15.96,31.85,141.91,14.15,4.91,Gray,49.44,45.1
Passion Fruit,Autumn,28.9,Loamy,7.94,3.5,18.99,1.49,57.49,45.33,107.9,10.28,1.05,Red,33.16,29.07
Corn,Summer,39.1,Loamy,8.28,4.85,34.61,1.33,42.96,13.07,89.09,7.82,1.85,Yellow,46.52,33.49
Groundnut,Winter,83.7,Clayey,7.61,2.42,11.6,1.44,96.74,26.44,169.89,12.01,0.22,Gray,51.63,31.66
Lettuce,Autumn,58.3,Loamy,6.24,1.4,25.89,1.49,81.43,33.43,95.14,17.04,1.24,Yellow,42.21,38.97
Ginger,Winter,87.4,Clayey,7.02,4.18,26.1,1.23,20.99,28.39,77.01,7.33,3.92,Yellow,31.32,45.09
Mango,Summer,29.2,Loamy,5.6,3.85,28.86,1.13,93.47,25.27,108.26,5.37,3.32,Gray,56.61,40.27
Lettuce,Spring,64.7,Sandy,7.44,4.37,34.3,1.3,29.01,48.81,69.75,8.18,3.94,Red,31.3,33.95
Kiwi,Spring,17.5,Sandy,7.16,1.47,32.86,1.17,17.63,47.39,153.56,23.45,2.18,Black,57.14,39.13
Raspberry,Spring,67.9,Loamy,7.5,2.32,32.83,1.24,58.74,32.52,156.51,16.66,3.7,Red,31.58,29.67
Grapes,Autumn,78.6,Sandy,8.29,4.92,22.97,1.57,76.3,24.78,52.22,16.13,3.04,Black,52.05,24.32
Guava,Spring,62.6,Clayey,7.56,1.21,31.82,1.52,74.44,38.99,154.23,5.49,1.71,Brown,57.75,29.59
Broccoli,Autumn,34.0,Silty,6.46,3.52,24.74,1.4,58.07,28.08,94.85,22.77,2.12,Black,57.21,33.31
Green Gram,Summer,12.8,Sandy,6.1,1.57,12.01,1.3,54.35,49.8,148.43,10.05,2.75,Gray,56.8,33.18
Bell Pepper,Summer,20.8,Silty,8.06,2.75,36.71,1.23,97.26,35.87,155.97,7.27,4.79,Black,56.49,42.13
Green Gram,Autumn,66.0,Sandy,6.08,4.1,36.7,1.39,83.85,8.07,91.67,26.05,4.66,Brown,45.31,48.09
Pumpkin,Winter,94.1,Clayey,5.98,2.7,19.69,1.37,72.88,23.09,77.81,17.14,4.93,Black,46.73,31.67
Watermelon,Spring,28.6,Sandy,6.12,4.12,37.42,1.49,27.57,37.86,173.95,23.72,0.18,Red,48.59,22.59
Sunflower,Spring,76.2,Sandy,7.03,2.42,32.74,1.56,83.78,42.91,160.88,25.55,3.61,Black,56.88,21.0
Yam,Spring,88.0,Loamy,5.87,5.0,22.02,1.26,77.48,41.6,175.57,29.12,4.48,Gray,55.14,20.12
Flax,Autumn,56.9,Silty,8.31,2.46,19.95,1.2,99.28,48.98,115.36,20.59,3.72,Gray,53.49,48.14
Ginger,Summer,70.2,Silty,8.4,1.17,39.25,1.3,21.97,27.01,118.46,6.71,2.14,Yellow,50.27,49.87
Pineapple,Spring,83.4,Clayey,8.42,2.31,31.38,1.32,74.38,11.3,101.63,18.94,3.65,Red,48.55,21.54
Passion Fruit,Summer,33.5,Clayey,5.62,3.84,21.36,1.12,98.12,34.35,124.86,17.74,2.28,Red,57.67,30.75
Bamboo,Spring,36.7,Silty,8.34,4.32,29.26,1.53,51.63,8.18,146.99,6.44,3.6,Black,35.78,40.08
Coffee,Spring,10.1,Loamy,8.49,2.57,27.15,1.6,76.01,48.81,172.18,12.66,3.92,Black,35.78,25.37
Taro,Autumn,96.7,Loamy,8.33,3.18,25.74,1.56,97.78,39.13,77.48,15.3,4.23,Gray,59.47,37.83
Mango,Winter,92.6,Silty,7.51,4.3,29.34,1.53,59.27,49.2,110.81,9.02,3.67,Yellow,46.59,44.41
Sesame,Autumn,78.8,Sandy,7.6,4.16,26.13,1.6,72.91,21.98,119.18,5.22,0.88,Brown,44.5,45.74
Mango,Spring,17.1,Silty,5.87,3.46,29.64,1.55,11.81,5.71,123.2,23.92,4.69,Black,55.52,41.19
Lentils,Spring,50.3,Sandy,8.12,4.17,37.23,1.44,56.77,28.46,131.3,26.29,1.15,Red,55.49,22.45
Cabbage,Winter,19.2,Silty,5.68,3.09,39.8,1.18,33.02,10.45,170.26,10.73,1.85,Black,35.3,30.45
Pistachio,Summer,11.4,Sandy,6.45,0.52,31.28,1.18,21.81,35.58,182.94,5.1,2.2,Yellow,35.21,49.02
Groundnut,Summer,65.5,Loamy,8.47,0.69,37.83,1.12,73.77,27.39,73.87,27.25,3.59,Red,53.86,25.78
Carrot,Spring,96.5,Silty,6.77,4.91,35.75,1.31,13.52,38.91,156.9,8.35,3.54,Yellow,53.57,33.62
Potato,Summer,91.3,Clayey,5.89,1.15,18.85,1.5,91.44,18.1,121.87,15.08,4.81,Red,36.76,30.03
Saffron,Spring,72.7,Sandy,8.41,2.32,37.99,1.35,56.6,42.31,112.66,14.15,1.02,Black,55.25,26.17
Rye,Winter,18.7,Loamy,8.45,4.7,12.12,1.28,68.34,34.29,67.0,9.11,2.31,Yellow,44.4,29.71
Mango,Winter,34.7,Clayey,6.06,1.38,19.9,1.15,32.81,49.45,59.62,19.97,1.1,Gray,44.1,25.69
Pistachio,Spring,38.8,Loamy,8.09,4.3,29.2,1.13,26.4,13.04,196.67,27.96,3.4,Red,59.57,46.32
Avocado,Winter,78.7,Sandy,6.67,4.18,25.81,1.3,31.94,7.3,146.36,17.84,1.14,Yellow,45.58,25.23
Thyme,Autumn,82.2,Silty,6.64,4.94,26.27,1.15,30.91,43.3,117.86,29.32,4.35,Yellow,34.11,38.71
Brussels Sprout,Autumn,44.7,Loamy,6.29,1.77,33.85,1.15,87.81,20.23,164.26,9.77,4.92,Brown,38.4,48.27
Cauliflower,Winter,47.6,Silty,5.63,1.92,15.84,1.3,80.86,24.41,63.67,26.21,1.65,Brown,40.01,48.58
Beetroot,Spring,14.0,Silty,6.3,4.56,39.46,1.35,86.75,46.66,141.12,11.42,3.72,Black,58.75,38.01
Guava,Spring,36.0,Loamy,5.66,1.55,23.12,1.19,76.14,24.83,149.09,11.26,2.71,Gray,37.92,28.13
Black Pepper,Winter,50.6,Loamy,8.27,2.97,38.5,1.44,67.92,18.41,117.81,7.94,1.86,Gray,42.91,27.44
Ginger,Summer,20.5,Loamy,7.49,3.68,21.49,1.31,57.51,7.68,87.89,26.59,1.04,Yellow,52.49,42.42
Carrot,Autumn,50.8,Silty,8.16,1.72,28.05,1.15,33.89,24.93,193.19,23.13,3.62,Yellow,38.22,49.42
Onion,Summer,86.8,Clayey,7.65,4.72,23.51,1.42,73.48,34.47,95.17,13.54,0.88,Yellow,51.05,22.33
Onion,Spring,62.3,Sandy,5.89,3.5,30.28,1.28,22.29,17.11,68.72,13.74,1.48,Red,36.23,43.68
Black Gram,Spring,17.1,Clayey,8.32,0.71,15.51,1.13,56.0,37.3,144.57,26.12,4.61,Black,37.28,23.69
Cabbage,Summer,27.3,Silty,8.2,1.11,22.02,1.57,27.57,26.52,136.15,28.19,2.59,Black,59.59,28.95
Beetroot,Winter,52.7,Loamy,6.54,1.36,12.05,1.39,55.43,43.61,163.22,20.06,4.29,Brown,41.07,37.0
Horse Gram,Summer,42.5,Loamy,5.83,1.6,27.94,1.34,36.45,12.28,163.07,15.17,3.86,Yellow,51.89,28.92
Garlic,Summer,42.3,Sandy,7.61,3.79,38.88,1.53,14.81,39.07,143.04,6.33,1.94,Yellow,55.2,39.51
Tobacco,Autumn,57.6,Sandy,7.69,0.9,11.38,1.57,55.33,46.96,81.13,8.16,1.17,Red,40.41,32.52
Horse Gram,Autumn,62.6,Clayey,8.19,2.08,29.79,1.21,26.36,38.36,183.07,8.54,0.59,Yellow,40.72,26.57
Quinoa,Summer,81.7,Clayey,5.66,4.6,33.25,1.51,24.5,23.27,87.24,11.92,4.81,Yellow,53.19,35.93
Bamboo,Summer,40.7,Sandy,5.93,3.01,16.39,1.52,44.59,15.37,64.1,11.43,1.69,Black,48.21,20.72
Pistachio,Spring,82.5,Silty,7.29,1.69,18.19,1.13,42.56,9.43,95.22,18.57,3.4,Yellow,40.85,42.23
Mustard,Autumn,40.5,Clayey,7.36,4.81,16.05,1.46,88.03,33.91,122.48,28.6,3.68,Red,52.49,35.67
Soybean,Autumn,15.0,Loamy,5.6,1.6,18.92,1.13,60.82,11.43,81.08,26.54,1.07,Red,55.91,48.4
Pineapple,Spring,59.9,Loamy,6.69,4.57,13.3,1.4,86.91,42.72,100.05,17.73,3.5,Gray,37.05,23.08
Tobacco,Winter,62.9,Silty,7.25,3.77,21.11,1.43,23.22,48.23,127.05,5.43,0.15,Gray,30.73,41.97
Coconut,Autumn,94.1,Sandy,7.71,3.83,21.07,1.28,42.16,11.11,98.44,6.71,2.15,Brown,38.22,29.03
Rye,Autumn,75.3,Clayey,6.45,3.94,34.22,1.54,59.98,21.92,63.4,26.51,1.82,Red,50.23,31.19
Vanilla,Winter,92.6,Loamy,6.95,2.78,34.03,1.5,23.78,47.18,79.58,12.09,4.67,Red,57.46,30.45
Okra,Autumn,91.8,Sandy,7.94,4.17,33.9,1.56,21.53,26.18,169.13,12.95,4.93,Black,55.89,30.74
Beetroot,Autumn,64.4,Clayey,8.36,4.26,27.01,1.26,69.53,29.09,193.15,8.49,1.51,Gray,36.67,32.93
Watermelon,Winter,57.5,Silty,6.19,2.12,19.78,1.11,68.85,38.64,72.27,10.58,3.09,Brown,56.43,20.63
Almond,Winter,60.2,Loamy,6.26,2.3,22.33,1.51,31.07,14.47,152.15,11.18,3.75,Black,54.32,45.4
Tomato,Summer,98.0,Silty,8.32,4.5,19.53,1.21,30.44,49.06,185.84,15.3,1.04,Black,52.03,46.45
Green Gram,Spring,79.6,Silty,6.69,2.86,27.46,1.33,77.09,40.14,94.87,20.58,3.46,Gray,50.65,21.19
Papaya,Spring,19.6,Silty,7.66,4.4,38.14,1.51,20.53,12.26,174.42,13.83,1.36,Black,54.21,43.28
Lettuce,Winter,80.1,Clayey,7.34,3.32,18.53,1.21,93.09,10.0,185.74,16.25,0.93,Gray,55.85,22.17
Watermelon,Winter,25.3,Silty,6.36,3.17,23.77,1.26,94.94,47.07,94.92,9.55,4.27,Red,54.57,44.23
Almond,Autumn,50.3,Clayey,7.46,0.64,29.65,1.32,88.39,35.83,58.51,6.41,2.56,Red,33.66,38.39
Turmeric,Summer,28.9,Clayey,7.47,1.75,35.34,1.24,28.96,6.74,187.52,13.71,1.56,Gray,51.66,29.19
Pearl Millet,Summer,72.1,Silty,7.28,2.76,17.6,1.33,11.51,11.39,99.57,6.56,2.08,Yellow,55.24,38.42
Green Gram,Winter,89.0,Silty,5.8,3.14,18.41,1.1,94.3,7.15,52.06,12.49,2.12,Yellow,35.57,35.2
Coriander,Autumn,36.1,Sandy,8.49,3.34,36.55,1.21,40.96,48.83,121.24,25.94,3.87,Brown,36.41,39.07
Horse Gram,Autumn,17.4,Loamy,6.7,3.72,12.41,1.52,37.94,27.4,67.38,14.17,4.45,Yellow,53.58,34.26
Rubber,Spring,36.9,Sandy,7.41,3.45,28.16,1.31,33.55,25.8,185.26,9.83,2.43,Brown,40.32,43.19
Asparagus,Spring,70.5,Loamy,8.16,4.32,35.81,1.42,32.01,48.01,73.25,27.55,1.68,Gray,41.99,21.36
Banana,Autumn,39.6,Loamy,6.77,1.83,37.65,1.22,76.11,27.71,95.66,20.98,3.66,Gray,41.31,30.33
Celery,Spring,35.0,Sandy,7.82,3.39,10.38,1.42,91.71,28.3,168.57,29.71,4.54,Gray,36.38,36.78
Mango,Winter,26.6,Sandy,8.42,0.73,21.09,1.6,80.75,49.28,170.95,12.51,0.66,Brown,58.16,37.65
Saffron,Autumn,54.8,Loamy,6.58,2.66,17.72,1.4,70.67,10.01,185.19,10.01,4.0,Black,54.18,25.09
Sunflower,Spring,34.8,Loamy,6.72,1.71,27.04,1.41,35.9,49.36,124.61,12.45,2.83,Brown,37.52,22.24
Pumpkin,Summer,75.8,Loamy,8.22,2.21,28.99,1.16,59.23,12.46,198.01,25.31,4.35,Black,33.18,20.63
Pearl Millet,Autumn,16.9,Clayey,5.98,2.1,39.99,1.3,31.33,26.28,127.43,8.79,2.62,Red,41.18,32.39
Ginger,Autumn,69.8,Loamy,5.59,0.77,25.38,1.53,20.04,20.19,168.61,11.03,4.33,Red,42.46,29.91
Rosemary,Summer,31.4,Silty,8.23,2.6,26.54,1.52,20.83,47.99,104.29,22.54,2.82,Black,30.21,37.03
Saffron,Winter,54.0,Silty,7.96,4.98,22.43,1.36,64.34,26.85,191.19,23.45,0.81,Black,56.61,33.49
Almond,Summer,35.7,Silty,8.42,1.85,14.43,1.55,13.46,6.04,152.75,28.97,0.12,Yellow,55.54,31.82
Lettuce,Autumn,75.0,Sandy,5.67,3.81,19.1,1.17,97.59,14.98,61.56,29.5,3.14,Black,55.5,45.3
Banana,Winter,95.1,Sandy,5.97,2.97,17.41,1.43,99.59,24.39,66.28,21.59,3.0,Black,54.17,38.65
Walnut,Spring,92.5,Sandy,5.82,1.96,34.04,1.22,23.45,35.44,183.62,14.07,1.13,Gray,51.99,39.38
Brussels Sprout,Spring,62.5,Loamy,7.55,0.9,26.37,1.42,48.46,30.29,171.43,16.33,4.27,Brown,49.04,31.45
Spinach,Spring,51.6,Silty,7.32,1.47,18.89,1.14,79.13,43.25,99.51,15.98,4.35,Black,58.81,43.31
Flax,Autumn,83.6,Loamy,6.58,4.02,24.67,1.57,95.96,42.28,128.24,14.68,4.04,Gray,51.35,24.56
Onion,Summer,71.5,Clayey,5.67,1.76,16.57,1.49,90.22,31.57,177.91,13.46,4.69,Black,48.91,32.06
Rice,Winter,26.5,Clayey,7.42,1.15,15.55,1.2,32.93,30.71,65.51,9.2,2.58,Yellow,53.66,21.42
Eggplant,Spring,83.9,Sandy,7.21,1.99,35.8,1.42,17.67,17.52,70.72,14.15,3.54,Black,37.39,23.46
Rye,Winter,48.6,Clayey,5.84,3.13,38.34,1.48,35.99,48.11,157.33,29.23,4.53,Black,59.01,22.45
Mango,Autumn,27.0,Silty,8.23,3.67,12.4,1.2,49.35,8.46,62.33,27.05,2.34,Gray,30.57,33.24
Cotton,Spring,35.4,Clayey,6.1,2.24,32.95,1.15,42.39,22.87,102.88,20.43,3.13,Black,49.45,40.92
Cocoa,Autumn,34.1,Sandy,7.73,2.74,23.6,1.28,79.65,34.74,87.77,9.82,2.61,Gray,32.31,29.38
Pistachio,Summer,56.7,Loamy,8.16,2.55,21.67,1.17,33.2,47.55,164.04,26.97,4.92,Brown,55.6,20.8
Pomegranate,Autumn,31.1,Clayey,7.24,0.54,30.68,1.38,87.28,27.57,50.37,12.8,2.24,Gray,59.03,41.22
Watermelon,Autumn,21.1,Silty,6.24,2.28,17.99,1.31,30.31,45.32,67.31,18.64,1.65,Brown,42.26,26.22
Tea,Summer,21.1,Silty,6.43,3.14,10.62,1.33,42.52,9.72,64.85,27.79,3.19,Black,55.71,41.68
Cucumber,Winter,62.5,Silty,8.16,3.06,16.42,1.37,50.3,28.92,97.71,13.37,1.48,Brown,40.07,20.22
Green Gram,Summer,76.1,Loamy,6.39,3.87,15.55,1.59,36.21,19.22,84.87,27.83,4.3,Red,34.78,29.37
